Year,State,state_po,state_fips,state_cen,state_ic,office,candidate_detail,candidate,party_detail,party,writein,candidatevotes,totalvotes
1980,New York,NY,36,21,13,US President,"Commoner, Barry",Other,citizens,Other,FALSE,23186,6201959
1980,New York,NY,36,21,13,US President,"Hall, Gus",Other,communist party use,Other,FALSE,7414,6201959
1980,New York,NY,36,21,13,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,2068,6201959
1980,New York,NY,36,21,13,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,1416,6201959
1980,New York,NY,36,21,13,US President,,Other,,Other,TRUE,1064,6201959
1980,North Carolina,NC,37,56,47,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,915018,1855833
1980,North Carolina,NC,37,56,47,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,875635,1855833
1980,North Carolina,NC,37,56,47,US President,"Anderson, John B.",Other,independent,Other,FALSE,52800,1855833
1980,North Carolina,NC,37,56,47,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,9677,1855833
1980,North Carolina,NC,37,56,47,US President,"Commoner, Barry",Other,citizens,Other,FALSE,2287,1855833
1980,North Carolina,NC,37,56,47,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,416,1855833
1980,North Dakota,ND,38,44,36,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,193695,301116
1980,North Dakota,ND,38,44,36,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,79189,301116
1980,North Dakota,ND,38,44,36,US President,"Anderson, John B.",Other,independent,Other,FALSE,23640,301116
1980,North Dakota,ND,38,44,36,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,3743,301116
1980,North Dakota,ND,38,44,36,US President,"McLain, Harley",Other,natural people's league,Other,FALSE,296,301116
1980,North Dakota,ND,38,44,36,US President,"Greaves, Percy L, Jr.",Other,american,Other,FALSE,235,301116
1980,North Dakota,ND,38,44,36,US President,"Hall, Gus",Other,communist party use,Other,FALSE,93,301116
1980,North Dakota,ND,38,44,36,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,89,301116
1980,North Dakota,ND,38,44,36,US President,"McReynolds, David",Other,socialist,Other,FALSE,82,301116
1980,North Dakota,ND,38,44,36,US President,"Bubar, Benjamin """"Ben""""",Other,statesman,Other,FALSE,54,301116
1980,Ohio,OH,39,31,24,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,2206545,4283603
1980,Ohio,OH,39,31,24,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1752414,4283603
1980,Ohio,OH,39,31,24,US President,"Anderson, John B.",Other,independent,Other,FALSE,254472,4283603
1980,Ohio,OH,39,31,24,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,49033,4283603
1980,Ohio,OH,39,31,24,US President,"Commoner, Barry",Other,citizens,Other,FALSE,8564,4283603
1980,Ohio,OH,39,31,24,US President,"Hall, Gus",Other,communist party use,Other,FALSE,4729,4283603
1980,Ohio,OH,39,31,24,US President,"Congress, Richard",Other,socialist workers,Other,FALSE,4029,4283603
1980,Ohio,OH,39,31,24,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,3790,4283603
1980,Ohio,OH,39,31,24,US President,"Bubar, Benjamin """"Ben""""",Other,statesman,Other,FALSE,27,4283603
1980,Oklahoma,OK,40,73,53,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,695570,1149708
1980,Oklahoma,OK,40,73,53,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,402026,1149708
1980,Oklahoma,OK,40,73,53,US President,"Anderson, John B.",Other,independent,Other,FALSE,38284,1149708
1980,Oklahoma,OK,40,73,53,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,13828,1149708
1980,Oregon,OR,41,92,72,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,571044,1181516
1980,Oregon,OR,41,92,72,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,456890,1181516
1980,Oregon,OR,41,92,72,US President,"Anderson, John B.",Other,independent,Other,FALSE,112389,1181516
1980,Oregon,OR,41,92,72,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,25838,1181516
1980,Oregon,OR,41,92,72,US President,"Commoner, Barry",Other,citizens,Other,FALSE,13642,1181516
1980,Oregon,OR,41,92,72,US President,,Other,,Other,TRUE,1713,1181516
1980,Pennsylvania,PA,42,23,14,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,2261872,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1937540,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Anderson, John B.",Other,independent,Other,FALSE,292921,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,33263,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,20291,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Commoner, Barry",Other,citizens,Other,FALSE,10430,4561501
1980,Pennsylvania,PA,42,23,14,US President,"Hall, Gus",Other,communist party use,Other,FALSE,5184,4561501
1980,Rhode Island,RI,44,15,5,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,198342,415967
1980,Rhode Island,RI,44,15,5,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,154793,415967
1980,Rhode Island,RI,44,15,5,US President,"Anderson, John B.",Other,independent,Other,FALSE,59819,415967
1980,Rhode Island,RI,44,15,5,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,2458,415967
1980,Rhode Island,RI,44,15,5,US President,"Hall, Gus",Other,communist party use,Other,FALSE,218,415967
1980,Rhode Island,RI,44,15,5,US President,"McReynolds, David",Other,socialist,Other,FALSE,170,415967
1980,Rhode Island,RI,44,15,5,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,90,415967
1980,Rhode Island,RI,44,15,5,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,77,415967
1980,South Carolina,SC,45,57,48,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,439277,888258
1980,South Carolina,SC,45,57,48,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,428220,888258
1980,South Carolina,SC,45,57,48,US President,"Anderson, John B.",Other,independent,Other,FALSE,13868,888258
1980,South Carolina,SC,45,57,48,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,4807,888258
1980,South Carolina,SC,45,57,48,US President,"Rarick, John",Other,american independent party,Other,FALSE,2086,888258
1980,South Dakota,SD,46,45,37,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,198343,327703
1980,South Dakota,SD,46,45,37,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,103855,327703
1980,South Dakota,SD,46,45,37,US President,"Anderson, John B.",Other,independent,Other,FALSE,21431,327703
1980,South Dakota,SD,46,45,37,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,3824,327703
1980,South Dakota,SD,46,45,37,US President,"Pulley, Andrew",Other,socialist workers,Other,FALSE,250,327703
1980,Tennessee,TN,47,62,54,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,787761,1617616
1980,Tennessee,TN,47,62,54,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,783051,1617616
1980,Tennessee,TN,47,62,54,US President,"Anderson, John B.",Other,independent,Other,FALSE,35991,1617616
1980,Tennessee,TN,47,62,54,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,7116,1617616
1980,Tennessee,TN,47,62,54,US President,"Commoner, Barry",Other,citizens,Other,FALSE,1112,1617616
1980,Tennessee,TN,47,62,54,US President,"Bubar, Benjamin """"Ben""""",Other,statesman,Other,FALSE,521,1617616
1980,Tennessee,TN,47,62,54,US President,"McReynolds, David",Other,socialist,Other,FALSE,519,1617616
1980,Tennessee,TN,47,62,54,US President,"Hall, Gus",Other,communist party use,Other,FALSE,503,1617616
1980,Tennessee,TN,47,62,54,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,490,1617616
1980,Tennessee,TN,47,62,54,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,400,1617616
1980,Tennessee,TN,47,62,54,US President,,Other,,Other,TRUE,152,1617616
1980,Texas,TX,48,74,49,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,2510705,4541636
1980,Texas,TX,48,74,49,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,1881147,4541636
1980,Texas,TX,48,74,49,US President,"Anderson, John B.",Other,independent,Other,FALSE,111613,4541636
1980,Texas,TX,48,74,49,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,37643,4541636
1980,Texas,TX,48,74,49,US President,,Other,,Other,TRUE,528,4541636
1980,Utah,UT,49,87,67,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,439687,604152
1980,Utah,UT,49,87,67,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,124266,604152
1980,Utah,UT,49,87,67,US President,"Anderson, John B.",Other,independent,Other,FALSE,30284,604152
1980,Utah,UT,49,87,67,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,7156,604152
1980,Utah,UT,49,87,67,US President,"Commoner, Barry",Other,citizens,Other,FALSE,1009,604152
1980,Utah,UT,49,87,67,US President,"Greaves, Percy L, Jr.",Other,american,Other,FALSE,965,604152
1980,Utah,UT,49,87,67,US President,"Rarick, John",Other,american independent party,Other,FALSE,522,604152
1980,Utah,UT,49,87,67,US President,"Hall, Gus",Other,communist party use,Other,FALSE,139,604152
1980,Utah,UT,49,87,67,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,124,604152
1980,Vermont,VT,50,13,6,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,94628,213299
1980,Vermont,VT,50,13,6,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,81952,213299
1980,Vermont,VT,50,13,6,US President,"Anderson, John B.",Other,independent,Other,FALSE,31761,213299
1980,Vermont,VT,50,13,6,US President,"Commoner, Barry",Other,citizens,Other,FALSE,2316,213299
1980,Vermont,VT,50,13,6,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,1900,213299
1980,Vermont,VT,50,13,6,US President,,Other,,Other,TRUE,413,213299
1980,Vermont,VT,50,13,6,US President,"McReynolds, David",Other,socialist,Other,FALSE,136,213299
1980,Vermont,VT,50,13,6,US President,"Hall, Gus",Other,communist party use,Other,FALSE,118,213299
1980,Vermont,VT,50,13,6,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,75,213299
1980,Virginia,VA,51,54,40,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,989609,1866032
1980,Virginia,VA,51,54,40,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,752174,1866032
1980,Virginia,VA,51,54,40,US President,"Anderson, John B.",Other,independent,Other,FALSE,95418,1866032
1980,Virginia,VA,51,54,40,US President,"Commoner, Barry",Other,citizens,Other,FALSE,14024,1866032
1980,Virginia,VA,51,54,40,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,12821,1866032
1980,Virginia,VA,51,54,40,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,1986,1866032
1980,Washington,WA,53,91,73,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,865244,1742394
1980,Washington,WA,53,91,73,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,650193,1742394
1980,Washington,WA,53,91,73,US President,"Anderson, John B.",Other,independent,Other,FALSE,185073,1742394
1980,Washington,WA,53,91,73,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,29213,1742394
1980,Washington,WA,53,91,73,US President,"Commoner, Barry",Other,citizens,Other,FALSE,9403,1742394
1980,Washington,WA,53,91,73,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,1137,1742394
1980,Washington,WA,53,91,73,US President,"McReynolds, David",Other,socialist,Other,FALSE,956,1742394
1980,Washington,WA,53,91,73,US President,"Hall, Gus",Other,communist party use,Other,FALSE,834,1742394
1980,Washington,WA,53,91,73,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,341,1742394
1980,West Virginia,WV,54,55,56,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,367462,737715
1980,West Virginia,WV,54,55,56,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,334206,737715
1980,West Virginia,WV,54,55,56,US President,"Anderson, John B.",Other,independent,Other,FALSE,31691,737715
1980,West Virginia,WV,54,55,56,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,4356,737715
1980,Wisconsin,WI,55,35,25,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,1088845,2273221
1980,Wisconsin,WI,55,35,25,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,981584,2273221
1980,Wisconsin,WI,55,35,25,US President,"Anderson, John B.",Other,independent,Other,FALSE,160657,2273221
1980,Wisconsin,WI,55,35,25,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,29135,2273221
1980,Wisconsin,WI,55,35,25,US President,"Commoner, Barry",Other,citizens,Other,FALSE,7767,2273221
1980,Wisconsin,WI,55,35,25,US President,"Rarick, John",Other,american independent party,Other,FALSE,1519,2273221
1980,Wisconsin,WI,55,35,25,US President,,Other,,Other,TRUE,1337,2273221
1980,Wisconsin,WI,55,35,25,US President,"McReynolds, David",Other,socialist,Other,FALSE,808,2273221
1980,Wisconsin,WI,55,35,25,US President,"Hall, Gus",Other,communist party use,Other,FALSE,772,2273221
1980,Wisconsin,WI,55,35,25,US President,"Griswold, Deirdre",Other,workers world,Other,FALSE,414,2273221
1980,Wisconsin,WI,55,35,25,US President,"Deberry, Clifton",Other,socialist workers,Other,FALSE,383,2273221
1980,Wyoming,WY,56,83,68,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,110700,176713
1980,Wyoming,WY,56,83,68,US President,"Carter, Jimmy",Jimmy Carter,democrat,Democrat,FALSE,49427,176713
1980,Wyoming,WY,56,83,68,US President,"Anderson, John B.",Other,independent,Other,FALSE,12072,176713
1980,Wyoming,WY,56,83,68,US President,"Clark, Edward """"Ed""""",Other,libertarian,Other,FALSE,4514,176713
1984,Alabama,AL,1,63,41,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,872849,1441713
1984,Alabama,AL,1,63,41,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,551899,1441713
1984,Alabama,AL,1,63,41,US President,"Bergland, David",Other,libertarian,Other,FALSE,9504,1441713
1984,Alabama,AL,1,63,41,US President,"Hall, Gus",Other,communist party use,Other,FALSE,4671,1441713
1984,Alabama,AL,1,63,41,US President,"Richards, Bob",Other,populist,Other,FALSE,1401,1441713
1984,Alabama,AL,1,63,41,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,730,1441713
1984,Alabama,AL,1,63,41,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,659,1441713
1984,Alaska,AK,2,94,81,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,138377,207605
1984,Alaska,AK,2,94,81,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,62007,207605
1984,Alaska,AK,2,94,81,US President,"Bergland, David",Other,libertarian,Other,FALSE,6378,207605
1984,Alaska,AK,2,94,81,US President,Other,Other,,Other,FALSE,843,207605
1984,Arizona,AZ,4,86,61,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,681416,1025897
1984,Arizona,AZ,4,86,61,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,333854,1025897
1984,Arizona,AZ,4,86,61,US President,"Bergland, David",Other,libertarian,Other,FALSE,10585,1025897
1984,Arizona,AZ,4,86,61,US President,Other,Other,,Other,FALSE,42,1025897
1984,Arkansas,AR,5,71,42,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,534774,884406
1984,Arkansas,AR,5,71,42,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,338646,884406
1984,Arkansas,AR,5,71,42,US President,"Bergland, David",Other,libertarian,Other,FALSE,2221,884406
1984,Arkansas,AR,5,71,42,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,1890,884406
1984,Arkansas,AR,5,71,42,US President,"Hall, Gus",Other,communist party use,Other,FALSE,1499,884406
1984,Arkansas,AR,5,71,42,US President,"Richards, Bob",Other,populist,Other,FALSE,1461,884406
1984,Arkansas,AR,5,71,42,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,1291,884406
1984,Arkansas,AR,5,71,42,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,960,884406
1984,Arkansas,AR,5,71,42,US President,"Dodge, Earl",Other,prohibition,Other,FALSE,842,884406
1984,Arkansas,AR,5,71,42,US President,"Lowery, Arthur",Other,united sovereign citizens,Other,FALSE,822,884406
1984,California,CA,6,93,71,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,5467009,9505041
1984,California,CA,6,93,71,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,3922519,9505041
1984,California,CA,6,93,71,US President,"Bergland, David",Other,libertarian,Other,FALSE,49951,9505041
1984,California,CA,6,93,71,US President,"Richards, Bob",Other,populist,Other,FALSE,39265,9505041
1984,California,CA,6,93,71,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,26297,9505041
1984,Colorado,CO,8,84,62,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,821817,1295380
1984,Colorado,CO,8,84,62,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,454975,1295380
1984,Colorado,CO,8,84,62,US President,"Bergland, David",Other,libertarian,Other,FALSE,11257,1295380
1984,Colorado,CO,8,84,62,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,4662,1295380
1984,Colorado,CO,8,84,62,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,978,1295380
1984,Colorado,CO,8,84,62,US President,"Dodge, Earl",Other,prohibition,Other,FALSE,858,1295380
1984,Colorado,CO,8,84,62,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,810,1295380
1984,Colorado,CO,8,84,62,US President,Other,Other,,Other,FALSE,23,1295380
1984,Connecticut,CT,9,16,1,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,890877,1466900
1984,Connecticut,CT,9,16,1,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,569597,1466900
1984,Connecticut,CT,9,16,1,US President,"Hall, Gus",Other,communist party use,Other,FALSE,4826,1466900
1984,Connecticut,CT,9,16,1,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,1374,1466900
1984,Connecticut,CT,9,16,1,US President,Other,Other,,Other,FALSE,226,1466900
1984,Delaware,DE,10,51,11,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,152190,254572
1984,Delaware,DE,10,51,11,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,101656,254572
1984,Delaware,DE,10,51,11,US President,"Dennis, Delmar",Other,american,Other,FALSE,269,254572
1984,Delaware,DE,10,51,11,US President,"Bergland, David",Other,libertarian,Other,FALSE,268,254572
1984,Delaware,DE,10,51,11,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,121,254572
1984,Delaware,DE,10,51,11,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,68,254572
1984,District of Columbia,DC,11,53,55,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,180408,211288
1984,District of Columbia,DC,11,53,55,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,29009,211288
1984,District of Columbia,DC,11,53,55,US President,Other,Other,,Other,FALSE,809,211288
1984,District of Columbia,DC,11,53,55,US President,"Bergland, David",Other,libertarian,Other,FALSE,279,211288
1984,District of Columbia,DC,11,53,55,US President,"Hall, Gus",Other,communist party use,Other,FALSE,257,211288
1984,District of Columbia,DC,11,53,55,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,165,211288
1984,District of Columbia,DC,11,53,55,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,127,211288
1984,District of Columbia,DC,11,53,55,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,127,211288
1984,District of Columbia,DC,11,53,55,US President,"Holmes, Larry",Other,workers world,Other,FALSE,107,211288
1984,Florida,FL,12,59,43,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,2730350,4180051
1984,Florida,FL,12,59,43,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,1448816,4180051
1984,Florida,FL,12,59,43,US President,Other,Other,,Other,FALSE,885,4180051
1984,Georgia,GA,13,58,44,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,1068722,1776103
1984,Georgia,GA,13,58,44,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,706628,1776103
1984,Georgia,GA,13,58,44,US President,Other,Other,,Other,FALSE,753,1776103
1984,Hawaii,HI,15,95,82,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,185050,335846
1984,Hawaii,HI,15,95,82,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,147154,335846
1984,Hawaii,HI,15,95,82,US President,"Bergland, David",Other,libertarian,Other,FALSE,2167,335846
1984,Hawaii,HI,15,95,82,US President,"Hall, Gus",Other,communist party use,Other,FALSE,821,335846
1984,Hawaii,HI,15,95,82,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,654,335846
1984,Idaho,ID,16,82,63,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,297523,411144
1984,Idaho,ID,16,82,63,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,108510,411144
1984,Idaho,ID,16,82,63,US President,"Bergland, David",Other,libertarian,Other,FALSE,2823,411144
1984,Idaho,ID,16,82,63,US President,"Richards, Bob",Other,populist,Other,FALSE,2288,411144
1984,Illinois,IL,17,33,21,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,2707103,4819088
1984,Illinois,IL,17,33,21,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,2086499,4819088
1984,Illinois,IL,17,33,21,US President,"Bergland, David",Other,libertarian,Other,FALSE,10086,4819088
1984,Illinois,IL,17,33,21,US President,"Hall, Gus",Other,communist party use,Other,FALSE,4672,4819088
1984,Illinois,IL,17,33,21,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,2716,4819088
1984,Illinois,IL,17,33,21,US President,"Winn, Edward",Other,workers league,Other,FALSE,2632,4819088
1984,Illinois,IL,17,33,21,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,2386,4819088
1984,Illinois,IL,17,33,21,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,2132,4819088
1984,Illinois,IL,17,33,21,US President,Other,Other,,Other,FALSE,862,4819088
1984,Indiana,IN,18,32,22,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,1377230,2233069
1984,Indiana,IN,18,32,22,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,841481,2233069
1984,Indiana,IN,18,32,22,US President,"Dennis, Delmar",Other,american,Other,FALSE,7617,2233069
1984,Indiana,IN,18,32,22,US President,"Bergland, David",Other,libertarian,Other,FALSE,6741,2233069
1984,Iowa,IA,19,42,31,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,703088,1319805
1984,Iowa,IA,19,42,31,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,605620,1319805
1984,Iowa,IA,19,42,31,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,6248,1319805
1984,Iowa,IA,19,42,31,US President,"Bergland, David",Other,libertarian,Other,FALSE,1844,1319805
1984,Iowa,IA,19,42,31,US President,Other,Other,,Other,FALSE,1051,1319805
1984,Iowa,IA,19,42,31,US President,"Baker, Gerald",Other,big deal party,Other,FALSE,892,1319805
1984,Iowa,IA,19,42,31,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,463,1319805
1984,Iowa,IA,19,42,31,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,313,1319805
1984,Iowa,IA,19,42,31,US President,"Hall, Gus",Other,communist party use,Other,FALSE,286,1319805
1984,Kansas,KS,20,47,32,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,677296,1021991
1984,Kansas,KS,20,47,32,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,333149,1021991
1984,Kansas,KS,20,47,32,US President,"Richards, Bob",Other,populist,Other,FALSE,3564,1021991
1984,Kansas,KS,20,47,32,US President,"Bergland, David",Other,libertarian,Other,FALSE,3329,1021991
1984,Kansas,KS,20,47,32,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,2544,1021991
1984,Kansas,KS,20,47,32,US President,"Dodge, Earl",Other,prohibition,Other,FALSE,2109,1021991
1984,Kentucky,KY,21,61,51,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,821702,1369345
1984,Kentucky,KY,21,61,51,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,539539,1369345
1984,Kentucky,KY,21,61,51,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,3129,1369345
1984,Kentucky,KY,21,61,51,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,1776,1369345
1984,Kentucky,KY,21,61,51,US President,"Anderson, John B.",Other,national unity,Other,FALSE,1479,1369345
1984,Kentucky,KY,21,61,51,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,599,1369345
1984,Kentucky,KY,21,61,51,US President,"Dennis, Delmar",Other,american,Other,FALSE,428,1369345
1984,Kentucky,KY,21,61,51,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,365,1369345
1984,Kentucky,KY,21,61,51,US President,"Hall, Gus",Other,communist party use,Other,FALSE,328,1369345
1984,Louisiana,LA,22,72,45,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,1037299,1706822
1984,Louisiana,LA,22,72,45,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,651586,1706822
1984,Louisiana,LA,22,72,45,US President,"Johnson, Sonia",Other,citizens,Other,FALSE,9502,1706822
1984,Louisiana,LA,22,72,45,US President,"Larouche, Lyndon, Jr.",Other,independent,Other,FALSE,3552,1706822
1984,Louisiana,LA,22,72,45,US President,"Bergland, David",Other,libertarian,Other,FALSE,1876,1706822
1984,Louisiana,LA,22,72,45,US President,"Richards, Bob",Other,populist,Other,FALSE,1310,1706822
1984,Louisiana,LA,22,72,45,US President,"Mason, Melvin",Other,socialist workers,Other,FALSE,1164,1706822
1984,Louisiana,LA,22,72,45,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,533,1706822
1984,Maine,ME,23,11,2,US President,"Reagan, Ronald",Ronald Reagan,republican,Republican,FALSE,336500,553144
1984,Maine,ME,23,11,2,US President,"Mondale, Walter",Walter Mondale,democrat,Democrat,FALSE,214515,553144
1984,Maine,ME,23,11,2,US President,"Hall, Gus",Other,communist party use,Other,FALSE,1292,553144
1984,Maine,ME,23,11,2,US President,"Serrette, Dennis",Other,alliance,Other,FALSE,755,553144
1984,Maine,ME,23,11,2,US President,Other,Other,,Other,FALSE,82,553144
